District,1992_GDDP_Predicted,1993_GDDP_Predicted,1994_GDDP_Predicted,1995_GDDP_Predicted,1996_GDDP_Predicted,1997_GDDP_Predicted,1998_GDDP_Predicted,1999_GDDP_Predicted,2000_GDDP_Predicted,2001_GDDP_Predicted,2002_GDDP_Predicted,2003_GDDP_Predicted,2004_GDDP_Predicted,2005_GDDP_Predicted,2006_GDDP_Predicted,2007_GDDP_Predicted,2008_GDDP_Predicted,2009_GDDP_Predicted,2010_GDDP_Predicted,2011_GDDP_Predicted,2012_GDDP_Predicted,2013_GDDP_Predicted,2014_GDDP_Predicted,2015_GDDP_Predicted,2016_GDDP_Predicted,2017_GDDP_Predicted,2018_GDDP_Predicted,2019_GDDP_Predicted,2020_GDDP_Predicted,2021_GDDP_Predicted,2022_GDDP_Predicted
Gwalior,339492.6966680354,368006.2478726287,376554.85293565236,453917.34768034617,453917.34768034617,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,420187.16814314673,421562.01788161794,403463.41739346687,414420.19472445734,368006.2478726287,376554.85293565236,493444.78031018935,627153.9121048021,882798.850977985,892610.5932916175,881205.6101966847,959090.0326358714,936918.286899739,1284291.239407956,887049.9423136832,1284291.239407956,973445.6824819329
Imphal East,91372.68775484338,145906.93815578273,105783.49409003084,145906.93815578273,131261.79494679812,145906.93815578273,138413.65911742812,158142.77977658552,145906.93815578273,145906.93815578273,145906.93815578273,131261.79494679812,140071.73411742813,145906.93815578273,131261.79494679812,145906.93815578273,145906.93815578273,145906.93815578273,131261.79494679812,158142.77977658552,158142.77977658552,166178.91669325964,1453422.3671878902,439986.4724469204,327643.26339194115,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856
Lohit,39303.80468026484,39303.80468026484,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,64778.348599312056,40643.74304635062,39303.80468026484,39303.80468026484,40643.74304635062,40643.74304635062,40643.74304635062,40643.74304635062,64778.348599312056,64778.348599312056,64778.348599312056,304204.9027872174,241654.61288758856,158142.77977658552,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856
Pathanamthitta,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,267748.7609663321,241654.61288758856,374574.98399223364,403741.98297757463,323933.4020422347,374574.98399223364,323933.4020422347,329191.9243035931,349081.87015022634,323933.4020422347,323933.4020422347,339492.6966680354,323933.4020422347,339492.6966680354,339492.6966680354,323933.4020422347,367193.56684797263,339492.6966680354,339492.6966680354,367193.56684797263,339492.6966680354,394905.39061809675,368006.2478726287,368006.2478726287,368006.2478726287,420187.16814314673,403463.41739346687
West Nimar,403741.98297757463,403741.98297757463,339492.6966680354,453917.34768034617,557032.2955830402,557032.2955830402,539084.2905274781,539084.2905274781,539084.2905274781,403463.41739346687,403463.41739346687,323933.4020422347,403463.41739346687,368006.2478726287,403741.98297757463,403463.41739346687,376760.9866539024,323933.4020422347,374574.98399223364,368006.2478726287,374574.98399223364,403741.98297757463,881205.6101966847,906813.949993926,910492.7646623688,894665.2166731625,939999.1544640926,1284291.239407956,983753.654628519,935569.0059286448,987670.8934172259
Shravasti,131261.79494679812,131261.79494679812,131261.79494679812,158142.77977658552,131261.79494679812,131261.79494679812,145906.93815578273,158142.77977658552,158142.77977658552,219108.66102344904,166178.91669325964,145906.93815578273,145906.93815578273,145906.93815578273,145906.93815578273,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,439986.4724469204,145906.93815578273,166178.91669325964,453917.34768034617,557032.2955830402,557032.2955830402,575847.0456870422,565378.0035950973,595188.5401727818,565378.0035950973,595188.5401727818,623394.1083949166
Mansa,403741.98297757463,374574.98399223364,403741.98297757463,349081.87015022634,349081.87015022634,368006.2478726287,376760.9866539024,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,557032.2955830402,453917.34768034617,557032.2955830402,542126.2007856356,557032.2955830402,560028.3941262603,557032.2955830402,572596.051406564,567609.2008423703,539084.2905274781,453917.34768034617,493444.78031018935,403463.41739346687,557032.2955830402,453917.34768034617,557032.2955830402,557032.2955830402,542126.2007856356,539084.2905274781
Durg,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,453917.34768034617,405773.7453101894,453917.34768034617,403463.41739346687,557032.2955830402,557032.2955830402,557032.2955830402,557032.2955830402,560028.3941262603,570453.6510764295,572596.051406564,567609.2008423703,575847.0456870422,595188.5401727818,595188.5401727818,623394.1083949166,641508.2045567842,637020.4449788313,624388.2158370167,793041.2326031245,641508.2045567842,802806.9279257131,882798.850977985,840873.155357215,910492.7646623688,805726.7962868309,885721.8435315539
Pune,1019377.464924277,1076723.1145272707,1076723.1145272707,1217445.4455528853,1362283.8434763127,1784344.8689530324,3127113.88387156,2923523.2631964707,2923523.2631964707,3477859.1157347565,3952774.115124804,2923523.2631964707,3918536.2928441977,2923523.2631964707,3127113.88387156,3952774.115124804,4338874.509294946,6043817.986264271,6043817.986264271,6052447.9059262695,7213368.5730332965,7213368.5730332965,6052447.9059262695,7213368.5730332965,7213368.5730332965,7213368.5730332965,7213368.5730332965,7213368.5730332965,7213368.5730332965,7213368.5730332965,7213368.5730332965
Nizamabad,539084.2905274781,623394.1083949166,539084.2905274781,623394.1083949166,802806.9279257131,623394.1083949166,906813.949993926,921153.6636725385,812221.3866348083,894665.2166731625,937917.038050064,1088241.473034902,973445.6824819329,812221.3866348083,844032.1770527735,973445.6824819329,935569.0059286448,962485.9919130796,973445.6824819329,962485.9919130796,1019377.464924277,962485.9919130796,1088241.473034902,983753.654628519,936918.286899739,973445.6824819329,987670.8934172259,1019377.464924277,1019377.464924277,1391554.591706272,1148924.3753200665
Chamba,84207.14707555683,84207.14707555683,68821.03195806642,84207.14707555683,91372.68775484338,84207.14707555683,105783.49409003084,131261.79494679812,158142.77977658552,158142.77977658552,166178.91669325964,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,219108.66102344904,219108.66102344904,213401.86512803702,439986.4724469204,327643.26339194115,241654.61288758856,403463.41739346687,403463.41739346687,453917.34768034617,881205.6101966847,824831.5270238817,855402.06538646,403463.41739346687,452428.54598634,453917.34768034617
Thoubal,68821.03195806642,84207.14707555683,84207.14707555683,84207.14707555683,91372.68775484338,91372.68775484338,91372.68775484338,91372.68775484338,105783.49409003084,91372.68775484338,105783.49409003084,84207.14707555683,105783.49409003084,91372.68775484338,84207.14707555683,91372.68775484338,84207.14707555683,84207.14707555683,91372.68775484338,131261.79494679812,105783.49409003084,131261.79494679812,219108.66102344904,166178.91669325964,393547.2981825064,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856
Shimla,84207.14707555683,84207.14707555683,91372.68775484338,158142.77977658552,166178.91669325964,166178.91669325964,213401.86512803702,241654.61288758856,241654.61288758856,241654.61288758856,2558205.7824294087,241654.61288758856,323933.4020422347,374574.98399223364,329191.9243035931,376760.9866539024,323933.4020422347,374574.98399223364,339492.6966680354,376760.9866539024,376760.9866539024,376760.9866539024,453917.34768034617,557032.2955830402,557032.2955830402,641508.2045567842,623394.1083949166,623394.1083949166,557032.2955830402,539084.2905274781,595188.5401727818
Saran,105783.49409003084,145906.93815578273,105783.49409003084,145906.93815578273,158142.77977658552,131261.79494679812,166178.91669325964,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,439986.4724469204,219108.66102344904,219108.66102344904,288442.7184709439,219108.66102344904,241654.61288758856,439986.4724469204,241654.61288758856,349081.87015022634,557032.2955830402,557032.2955830402,539084.2905274781,595188.5401727818,623394.1083949166,943884.6986487402,885721.8435315539,867307.5598888618,906813.949993926
Satna,374574.98399223364,339492.6966680354,403463.41739346687,493444.78031018935,453917.34768034617,376554.85293565236,453917.34768034617,453917.34768034617,557032.2955830402,420187.16814314673,403463.41739346687,368006.2478726287,453917.34768034617,403463.41739346687,376760.9866539024,453917.34768034617,403463.41739346687,349081.87015022634,403463.41739346687,453917.34768034617,539084.2905274781,623394.1083949166,894665.2166731625,920229.9973212355,1284291.239407956,1019377.464924277,1019377.464924277,998101.9872675121,1391554.591706272,984113.497015111,1171215.391394682
Banda,145906.93815578273,158142.77977658552,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,439986.4724469204,219108.66102344904,439986.4724469204,241654.61288758856,241654.61288758856,219108.66102344904,219108.66102344904,241654.61288758856,213401.86512803702,166178.91669325964,241654.61288758856,241654.61288758856,439986.4724469204,241654.61288758856,567609.2008423703,567609.2008423703,575847.0456870422,641508.2045567842,740322.5516807225,641508.2045567842,623394.1083949166,641508.2045567842,882798.850977985
Rampur,241654.61288758856,241654.61288758856,403741.98297757463,374574.98399223364,323933.4020422347,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,323933.4020422347,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,323933.4020422347,374574.98399223364,267748.7609663321,339492.6966680354,339492.6966680354,368006.2478726287,368006.2478726287,539084.2905274781,539084.2905274781,567609.2008423703,641508.2045567842,690539.2991887387,623394.1083949166,623394.1083949166,641508.2045567842,802806.9279257131
Sonbhadra,374574.98399223364,374574.98399223364,374574.98399223364,323933.4020422347,323933.4020422347,323933.4020422347,339492.6966680354,323933.4020422347,349081.87015022634,349081.87015022634,376760.9866539024,349081.87015022634,376760.9866539024,349081.87015022634,323933.4020422347,394905.39061809675,367193.56684797263,349081.87015022634,368006.2478726287,403463.41739346687,420187.16814314673,368006.2478726287,840873.155357215,906813.949993926,840873.155357215,1284291.239407956,973445.6824819329,962485.9919130796,1008720.4888534133,973445.6824819329,1060175.860254961
Nalgonda,575847.0456870422,881205.6101966847,641508.2045567842,881205.6101966847,959090.0326358714,1038023.6686553545,983753.654628519,935569.0059286448,973445.6824819329,973445.6824819329,936898.6795999514,884806.65505422,998101.9872675121,884806.65505422,962485.9919130796,984113.497015111,998101.9872675121,1217445.4455528853,1171215.391394682,1217445.4455528853,1427803.8885254925,1427803.8885254925,1362283.8434763127,1818700.5689530324,1362283.8434763127,1586075.6194468746,2923523.2631964707,2923523.2631964707,3952774.115124804,3558526.1922292737,6052447.9059262695
Chennai,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,329191.9243035931,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,483749.24972470093,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,374574.98399223364,403741.98297757463,329191.9243035931,329191.9243035931,323933.4020422347,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931,329191.9243035931
Sikar,567609.2008423703,575847.0456870422,575847.0456870422,802806.9279257131,855402.06538646,1008390.2627426909,938583.3652837642,840873.155357215,802806.9279257131,824831.5270238817,882798.850977985,921153.6636725385,894665.2166731625,789467.8785424769,867307.5598888618,920229.9973212355,983753.654628519,1019377.464924277,936898.6795999514,936898.6795999514,984113.497015111,998101.9872675121,1019377.464924277,896489.1145272714,1019377.464924277,1019377.464924277,1019377.464924277,1076723.1145272707,1019377.464924277,998101.9872675121,1148924.3753200665
Bhadrak,84207.14707555683,84207.14707555683,131261.79494679812,145906.93815578273,158142.77977658552,219108.66102344904,439986.4724469204,219108.66102344904,241654.61288758856,158142.77977658552,241654.61288758856,166178.91669325964,241654.61288758856,241654.61288758856,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403463.41739346687,403463.41739346687,376554.85293565236,403463.41739346687,493444.78031018935,453917.34768034617,427036.1972800199,557032.2955830402,539084.2905274781
Mandsaur,367193.56684797263,420187.16814314673,403463.41739346687,521691.8432132527,557032.2955830402,403463.41739346687,557032.2955830402,521691.8432132527,521691.8432132527,557032.2955830402,403463.41739346687,368006.2478726287,368006.2478726287,420187.16814314673,403741.98297757463,368006.2478726287,339492.6966680354,241654.61288758856,349081.87015022634,368006.2478726287,349081.87015022634,339492.6966680354,644633.8016807225,641508.2045567842,641508.2045567842,824831.5270238817,910492.7646623688,906813.949993926,910492.7646623688,1038023.6686553545,959090.0326358714
Jind,420187.16814314673,368006.2478726287,368006.2478726287,403463.41739346687,453917.34768034617,453917.34768034617,610668.5293101891,453917.34768034617,557032.2955830402,572596.051406564,542126.2007856356,557032.2955830402,539084.2905274781,570453.6510764295,539084.2905274781,567609.2008423703,567609.2008423703,637020.4449788313,567609.2008423703,595188.5401727818,641508.2045567842,623394.1083949166,623394.1083949166,575847.0456870422,560028.3941262603,575847.0456870422,752799.655110249,623394.1083949166,623394.1083949166,624388.2158370167,802806.9279257131
Purnia,71523.38804808594,105783.49409003084,84207.14707555683,145906.93815578273,166178.91669325964,219108.66102344904,219108.66102344904,166178.91669325964,219108.66102344904,213401.86512803702,241654.61288758856,219108.66102344904,335948.63064942934,335948.63064942934,219108.66102344904,241654.61288758856,241654.61288758856,335948.63064942934,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,557032.2955830402,521691.8432132527,521691.8432132527,567609.2008423703,595188.5401727818,624388.2158370167,855402.06538646,862231.2769874998,882798.850977985
