District,1992_GDDP_Predicted,1993_GDDP_Predicted,1994_GDDP_Predicted,1995_GDDP_Predicted,1996_GDDP_Predicted,1997_GDDP_Predicted,1998_GDDP_Predicted,1999_GDDP_Predicted,2000_GDDP_Predicted,2001_GDDP_Predicted,2002_GDDP_Predicted,2003_GDDP_Predicted,2004_GDDP_Predicted,2005_GDDP_Predicted,2006_GDDP_Predicted,2007_GDDP_Predicted,2008_GDDP_Predicted,2009_GDDP_Predicted,2010_GDDP_Predicted,2011_GDDP_Predicted,2012_GDDP_Predicted,2013_GDDP_Predicted,2014_GDDP_Predicted,2015_GDDP_Predicted,2016_GDDP_Predicted,2017_GDDP_Predicted,2018_GDDP_Predicted,2019_GDDP_Predicted,2020_GDDP_Predicted,2021_GDDP_Predicted,2022_GDDP_Predicted
Darbhanga,68821.03195806642,84207.14707555683,84207.14707555683,105783.49409003084,158142.77977658552,131261.79494679812,158142.77977658552,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,420187.16814314673,403463.41739346687,493444.78031018935,557032.2955830402,557032.2955830402,567609.2008423703,623394.1083949166,623394.1083949166,641508.2045567842
Chandrapur,368006.2478726287,376554.85293565236,403463.41739346687,572596.051406564,560028.3941262603,560028.3941262603,623394.1083949166,565378.0035950973,624388.2158370167,595188.5401727818,752415.3623981061,572596.051406564,623394.1083949166,565378.0035950973,539084.2905274781,641508.2045567842,623394.1083949166,623394.1083949166,637020.4449788313,881205.6101966847,910492.7646623688,938583.3652837642,1019377.464924277,1019377.464924277,1088230.7558037648,1031502.07927281,1148924.3753200665,1148924.3753200665,984113.497015111,1569626.6531848712,1217445.4455528853
Hanumangarh,453917.34768034617,453917.34768034617,403463.41739346687,557032.2955830402,565378.0035950973,602834.3978104709,575847.0456870422,595188.5401727818,623394.1083949166,623394.1083949166,623394.1083949166,641508.2045567842,824831.5270238817,793041.2326031245,802806.9279257131,905327.1384546497,838350.9598388991,894665.2166731625,910492.7646623688,881205.6101966847,1088241.473034902,936918.286899739,894665.2166731625,887049.9423136832,885721.8435315539,962485.9919130796,962485.9919130796,987670.8934172259,973445.6824819329,987670.8934172259,1019377.464924277
Vaishali,105783.49409003084,166178.91669325964,158142.77977658552,219108.66102344904,219108.66102344904,145906.93815578273,304204.9027872174,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,213401.86512803702,241654.61288758856,219108.66102344904,439986.4724469204,241654.61288758856,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,403463.41739346687,453917.34768034617,557032.2955830402,539084.2905274781,560028.3941262603,641508.2045567842,793041.2326031245,862231.2769874998,855402.06538646
Sonipat,368006.2478726287,376760.9866539024,349081.87015022634,403463.41739346687,464937.49856108427,403463.41739346687,403463.41739346687,453917.34768034617,557032.2955830402,539084.2905274781,542126.2007856356,557032.2955830402,570453.6510764295,560028.3941262603,539084.2905274781,575847.0456870422,565378.0035950973,614519.5812093051,560202.6217769155,623394.1083949166,646909.3118045429,624388.2158370167,802806.9279257131,623394.1083949166,623394.1083949166,641508.2045567842,637020.4449788313,824831.5270238817,882798.850977985,824831.5270238817,881205.6101966847
Kheda,368006.2478726287,376554.85293565236,368006.2478726287,453917.34768034617,453917.34768034617,453917.34768034617,453917.34768034617,557032.2955830402,542126.2007856356,572596.051406564,521691.8432132527,557032.2955830402,572596.051406564,557032.2955830402,403463.41739346687,557032.2955830402,453917.34768034617,539084.2905274781,557032.2955830402,539084.2905274781,560028.3941262603,567609.2008423703,623394.1083949166,624388.2158370167,641508.2045567842,855402.06538646,910492.7646623688,1019799.2998888618,1038023.6686553545,943884.6986487402,1008720.4888534133
Rohtak,323933.4020422347,403741.98297757463,241654.61288758856,323933.4020422347,349081.87015022634,339492.6966680354,349081.87015022634,376760.9866539024,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,414420.19472445734,403463.41739346687,368006.2478726287,403463.41739346687,403463.41739346687,557032.2955830402,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,539084.2905274781,453917.34768034617,403463.41739346687,487167.44180049124,557032.2955830402,539084.2905274781,539084.2905274781,560028.3941262603,567609.2008423703
Hyderabad,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,267748.7609663321,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,2558205.7824294087,2558205.7824294087,374574.98399223364,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463,403741.98297757463
Katni,241654.61288758856,241654.61288758856,323933.4020422347,349081.87015022634,349081.87015022634,323933.4020422347,394905.39061809675,349081.87015022634,368006.2478726287,339492.6966680354,368006.2478726287,323933.4020422347,368006.2478726287,349081.87015022634,339492.6966680354,403463.41739346687,368006.2478726287,349081.87015022634,368006.2478726287,421562.01788161794,453917.34768034617,539084.2905274781,938583.3652837642,881205.6101966847,881205.6101966847,959090.0326358714,936918.286899739,983753.654628519,937917.038050064,935569.0059286448,987670.8934172259
Dibang Valley,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,39303.80468026484,46223.00523726887,46223.00523726887,105783.49409003084,105783.49409003084,131261.79494679812,376760.9866539024,453917.34768034617,219108.66102344904,68821.03195806642,131261.79494679812,166178.91669325964
Kullu,68821.03195806642,68821.03195806642,68821.03195806642,71523.38804808594,91372.68775484338,91372.68775484338,105783.49409003084,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,233709.96247287688,213401.86512803702,439986.4724469204,241654.61288758856,241654.61288758856,213401.86512803702,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,368006.2478726287,368006.2478726287,368006.2478726287,641508.2045567842,641508.2045567842,641508.2045567842,368006.2478726287,403463.41739346687,403463.41739346687
Cuddalore,368006.2478726287,405773.7453101894,453917.34768034617,539084.2905274781,570453.6510764295,557032.2955830402,560028.3941262603,595188.5401727818,623394.1083949166,802806.9279257131,752415.3623981061,855402.06538646,862231.2769874998,802806.9279257131,646909.3118045429,938583.3652837642,824831.5270238817,906813.949993926,910492.7646623688,892610.5932916175,1038023.6686553545,1022956.328292769,824831.5270238817,824831.5270238817,882798.850977985,840873.155357215,938583.3652837642,906813.949993926,921153.6636725385,1571184.5537297009,959090.0326358714
Gadag,158142.77977658552,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,323933.4020422347,349081.87015022634,339492.6966680354,323933.4020422347,349081.87015022634,368006.2478726287,368006.2478726287,349081.87015022634,368006.2478726287,368006.2478726287,403463.41739346687,376554.85293565236,368006.2478726287,403463.41739346687,368006.2478726287,570453.6510764295,567609.2008423703,560028.3941262603,565378.0035950973,595188.5401727818,623394.1083949166,623394.1083949166,623394.1083949166,637020.4449788313
Imphal West,158142.77977658552,158142.77977658552,158142.77977658552,158142.77977658552,158142.77977658552,166178.91669325964,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,166178.91669325964,158142.77977658552,166178.91669325964,158142.77977658552,158142.77977658552,166178.91669325964,166178.91669325964,158142.77977658552,166178.91669325964,219108.66102344904,304204.9027872174,439986.4724469204,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463
Vidisha,158142.77977658552,213401.86512803702,241654.61288758856,323933.4020422347,329191.9243035931,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,219108.66102344904,439986.4724469204,233709.96247287688,241654.61288758856,241654.61288758856,233709.96247287688,241654.61288758856,241654.61288758856,166178.91669325964,439986.4724469204,241654.61288758856,374574.98399223364,267748.7609663321,1246167.746851557,885721.8435315539,885678.8748888618,936918.286899739,1008720.4888534133,973445.6824819329,1019377.464924277,1019377.464924277,1019377.464924277
Lalitpur,91372.68775484338,131261.79494679812,105783.49409003084,145906.93815578273,145906.93815578273,145906.93815578273,158142.77977658552,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,166178.91669325964,219108.66102344904,166178.91669325964,158142.77977658552,213401.86512803702,219108.66102344904,219108.66102344904,439986.4724469204,219108.66102344904,213401.86512803702,241654.61288758856,729647.409111612,595188.5401727818,623394.1083949166,802806.9279257131,646909.3118045429,882798.850977985,646909.3118045429,802806.9279257131,862231.2769874998
Amreli,376760.9866539024,572596.051406564,557032.2955830402,565378.0035950973,565378.0035950973,595188.5401727818,623394.1083949166,624388.2158370167,855402.06538646,802806.9279257131,802806.9279257131,623394.1083949166,623394.1083949166,565378.0035950973,539084.2905274781,595188.5401727818,575847.0456870422,623394.1083949166,575847.0456870422,623394.1083949166,802806.9279257131,641508.2045567842,885678.8748888618,789467.8785424769,805726.7962868309,937917.038050064,1008720.4888534133,983753.654628519,1088241.473034902,887049.9423136832,973445.6824819329
Nadia,368006.2478726287,403463.41739346687,420187.16814314673,453917.34768034617,453917.34768034617,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,557032.2955830402,557032.2955830402,403463.41739346687,539084.2905274781,572596.051406564,453917.34768034617,557032.2955830402,572596.051406564,539084.2905274781,572596.051406564,567609.2008423703,575847.0456870422,595188.5401727818,637020.4449788313,824831.5270238817,802806.9279257131,3179837.923649339,910492.7646623688,867307.5598888618,805726.7962868309,926095.2569868355,936918.286899739
Panipat,339492.6966680354,323933.4020422347,323933.4020422347,368006.2478726287,368006.2478726287,376554.85293565236,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,453917.34768034617,403463.41739346687,557032.2955830402,557032.2955830402,487167.44180049124,557032.2955830402,557032.2955830402,567609.2008423703,521691.8432132527,539084.2905274781,560028.3941262603,560028.3941262603,567609.2008423703,570453.6510764295,572596.051406564,521691.8432132527,539084.2905274781,575847.0456870422,567609.2008423703,567609.2008423703,575847.0456870422
Thiruvallur,572596.051406564,542126.2007856356,539084.2905274781,575847.0456870422,595188.5401727818,565378.0035950973,623394.1083949166,802806.9279257131,862231.2769874998,881205.6101966847,824831.5270238817,910492.7646623688,881205.6101966847,881205.6101966847,938583.3652837642,789467.8785424769,1038023.6686553545,885721.8435315539,1181929.7617805677,943884.6986487402,1088241.473034902,936918.286899739,869554.8065328378,885721.8435315539,789467.8785424769,936918.286899739,983753.654628519,973445.6824819329,962485.9919130796,936898.6795999514,1019377.464924277
Lahul & Spiti,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,39303.80468026484,46223.00523726887,46223.00523726887,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,46223.00523726887,46223.00523726887,39303.80468026484,39303.80468026484,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,166178.91669325964,219108.66102344904,140071.73411742813,1148924.3753200665,1148924.3753200665,1148924.3753200665,219108.66102344904,241654.61288758856,241654.61288758856
Basti,219108.66102344904,241654.61288758856,393547.2981825064,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,335948.63064942934,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,241654.61288758856,403741.98297757463,323933.4020422347,339492.6966680354,241654.61288758856,241654.61288758856,453917.34768034617,557032.2955830402,539084.2905274781,595188.5401727818,575847.0456870422,565378.0035950973,567609.2008423703,575847.0456870422,595188.5401727818
Kandhamal,64778.348599312056,68821.03195806642,64778.348599312056,84207.14707555683,84207.14707555683,84207.14707555683,84207.14707555683,91372.68775484338,84207.14707555683,84207.14707555683,84207.14707555683,71523.38804808594,105783.49409003084,84207.14707555683,71523.38804808594,84207.14707555683,84207.14707555683,84207.14707555683,71523.38804808594,84207.14707555683,84207.14707555683,84207.14707555683,623394.1083949166,521691.8432132527,560028.3941262603,881205.6101966847,905327.1384546497,565378.0035950973,557032.2955830402,1087048.4695899698,802806.9279257131
Kannauj,145906.93815578273,158142.77977658552,158142.77977658552,219108.66102344904,219108.66102344904,105783.49409003084,158142.77977658552,131261.79494679812,166178.91669325964,219108.66102344904,166178.91669325964,145906.93815578273,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,403741.98297757463,349081.87015022634,453917.34768034617,572596.051406564,542126.2007856356,539084.2905274781,539084.2905274781,539084.2905274781,521691.8432132527,539084.2905274781,567609.2008423703
Bharuch,567609.2008423703,565378.0035950973,623394.1083949166,892610.5932916175,906813.949993926,805726.7962868309,959090.0326358714,887049.9423136832,937917.038050064,936918.286899739,936918.286899739,840873.155357215,882798.850977985,646909.3118045429,623394.1083949166,862231.2769874998,855402.06538646,1171327.9167044114,906813.949993926,1038023.6686553545,936918.286899739,889882.84801085,962485.9919130796,987670.8934172259,962485.9919130796,1060175.860254961,1088230.7558037648,896489.1145272714,998101.9872675121,1031502.07927281,1265920.8546345101
Khordha,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,323933.4020422347,323933.4020422347,323933.4020422347,374574.98399223364,368006.2478726287,349081.87015022634,349081.87015022634,339492.6966680354,376554.85293565236,368006.2478726287,349081.87015022634,368006.2478726287,368006.2478726287,368006.2478726287,414420.19472445734,403463.41739346687,453917.34768034617,557032.2955830402,567609.2008423703,565378.0035950973,565378.0035950973,623394.1083949166,623394.1083949166,641508.2045567842,708218.7501967658,882798.850977985,862231.2769874998
Saharsa,52236.60043527672,64778.348599312056,116624.63098930554,68821.03195806642,71523.38804808594,71523.38804808594,84207.14707555683,84207.14707555683,91372.68775484338,91372.68775484338,131261.79494679812,84207.14707555683,91372.68775484338,91372.68775484338,84207.14707555683,84207.14707555683,145906.93815578273,84207.14707555683,131261.79494679812,145906.93815578273,145906.93815578273,304204.9027872174,339492.6966680354,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,487167.44180049124,557032.2955830402,557032.2955830402,557032.2955830402
Mainpuri,219108.66102344904,219108.66102344904,241654.61288758856,241654.61288758856,313959.8166494293,166178.91669325964,241654.61288758856,219108.66102344904,439986.4724469204,335948.63064942934,219108.66102344904,219108.66102344904,403741.98297757463,374574.98399223364,339492.6966680354,323933.4020422347,241654.61288758856,166178.91669325964,241654.61288758856,241654.61288758856,368006.2478726287,403463.41739346687,575847.0456870422,595188.5401727818,623394.1083949166,802806.9279257131,646909.3118045429,624388.2158370167,623394.1083949166,623394.1083949166,637020.4449788313
Damoh,241654.61288758856,241654.61288758856,323933.4020422347,368006.2478726287,368006.2478726287,374574.98399223364,368006.2478726287,323933.4020422347,323933.4020422347,241654.61288758856,323933.4020422347,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,339492.6966680354,403741.98297757463,241654.61288758856,241654.61288758856,267748.7609663321,349081.87015022634,403463.41739346687,938583.3652837642,910492.7646623688,910492.7646623688,894665.2166731625,983753.654628519,935569.0059286448,887049.9423136832,1284291.239407956,935569.0059286448
Anantapur,403463.41739346687,641508.2045567842,595188.5401727818,805726.7962868309,943884.6986487402,959090.0326358714,973445.6824819329,884806.65505422,936898.6795999514,936898.6795999514,1019377.464924277,1057519.953137569,998101.9872675121,1019377.464924277,967657.0742218789,1148924.3753200665,1299454.4937132194,1320441.6905528854,1265920.8546345101,1265920.8546345101,1818700.5689530324,1569626.6531848712,3127113.88387156,3127113.88387156,1586075.6194468746,2923523.2631964707,2923523.2631964707,3477859.1157347565,2923523.2631964707,4338874.509294946,3918536.2928441977
Aizawl,84207.14707555683,91372.68775484338,105783.49409003084,105783.49409003084,105783.49409003084,105783.49409003084,145906.93815578273,166178.91669325964,145906.93815578273,158142.77977658552,158142.77977658552,140071.73411742813,166178.91669325964,138413.65911742812,158142.77977658552,166178.91669325964,158142.77977658552,158142.77977658552,158142.77977658552,158142.77977658552,158142.77977658552,158142.77977658552,376760.9866539024,376760.9866539024,374574.98399223364,368006.2478726287,368006.2478726287,368006.2478726287,339492.6966680354,376760.9866539024,376760.9866539024
Palakkad,374574.98399223364,368006.2478726287,368006.2478726287,403463.41739346687,414420.19472445734,368006.2478726287,452428.54598634,403463.41739346687,493444.78031018935,453917.34768034617,557032.2955830402,557032.2955830402,574199.359670936,572596.051406564,557032.2955830402,539084.2905274781,557032.2955830402,539084.2905274781,539084.2905274781,572596.051406564,567609.2008423703,570453.6510764295,557032.2955830402,539084.2905274781,557032.2955830402,567609.2008423703,567609.2008423703,595188.5401727818,565378.0035950973,623394.1083949166,624388.2158370167
Jaipur,805726.7962868309,885721.8435315539,862249.2673075555,962485.9919130796,1060175.860254961,962485.9919130796,1019377.464924277,1019377.464924277,821898.4465132196,1148924.3753200665,1148924.3753200665,1193067.548206272,1265920.8546345101,1281949.6143211215,1265920.8546345101,1362283.8434763127,1784344.8689530324,2923523.2631964707,2923523.2631964707,2923523.2631964707,3918536.2928441977,3558526.1922292737,6052447.9059262695,6052447.9059262695,6052447.9059262695,6052447.9059262695,6052447.9059262695,7213368.5730332965,6052447.9059262695,7213368.5730332965,7213368.5730332965
Jhajjar,339492.6966680354,323933.4020422347,323933.4020422347,376760.9866539024,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,452428.54598634,403463.41739346687,403463.41739346687,453917.34768034617,403463.41739346687,403463.41739346687,453917.34768034617,453917.34768034617,556351.8163915195,521691.8432132527,539084.2905274781,565378.0035950973,575847.0456870422,595188.5401727818,567609.2008423703,539084.2905274781,575847.0456870422,565378.0035950973,623394.1083949166,641508.2045567842,624388.2158370167,802806.9279257131
Hamirpur,91372.68775484338,91372.68775484338,84207.14707555683,145906.93815578273,158142.77977658552,145906.93815578273,219108.66102344904,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,267748.7609663321,403741.98297757463,241654.61288758856,403741.98297757463,329191.9243035931
Debagarh,39303.80468026484,40643.74304635062,52236.60043527672,64778.348599312056,64778.348599312056,52236.60043527672,68821.03195806642,64778.348599312056,64778.348599312056,68821.03195806642,84207.14707555683,71523.38804808594,105783.49409003084,84207.14707555683,71523.38804808594,91372.68775484338,84207.14707555683,105783.49409003084,84207.14707555683,84207.14707555683,105783.49409003084,105783.49409003084,368006.2478726287,368006.2478726287,323933.4020422347,403463.41739346687,403463.41739346687,368006.2478726287,339492.6966680354,420187.16814314673,403463.41739346687
Araria,64778.348599312056,64778.348599312056,64778.348599312056,71523.38804808594,84207.14707555683,84207.14707555683,84207.14707555683,84207.14707555683,105783.49409003084,105783.49409003084,131261.79494679812,84207.14707555683,131261.79494679812,91372.68775484338,84207.14707555683,158142.77977658552,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,158142.77977658552,219108.66102344904,376554.85293565236,453917.34768034617,453917.34768034617,539084.2905274781,570453.6510764295,575847.0456870422,623394.1083949166,623394.1083949166,595188.5401727818
Shimoga,166178.91669325964,241654.61288758856,241654.61288758856,2558205.7824294087,241654.61288758856,241654.61288758856,349081.87015022634,374574.98399223364,368006.2478726287,339492.6966680354,339492.6966680354,374574.98399223364,403463.41739346687,368006.2478726287,323933.4020422347,368006.2478726287,394905.39061809675,420187.16814314673,368006.2478726287,453917.34768034617,557032.2955830402,403463.41739346687,557032.2955830402,595188.5401727818,539084.2905274781,824831.5270238817,838350.9598388991,862231.2769874998,641508.2045567842,1008390.2627426909,910492.7646623688
Vellore,557032.2955830402,570453.6510764295,539084.2905274781,595188.5401727818,595188.5401727818,690539.2991887387,641508.2045567842,855402.06538646,824831.5270238817,906813.949993926,805726.7962868309,1038023.6686553545,899745.9310112539,1087048.4695899698,938583.3652837642,926095.2569868355,862249.2673075555,937917.038050064,1284291.239407956,936918.286899739,959090.0326358714,959090.0326358714,937917.038050064,1284291.239407956,1008720.4888534133,973445.6824819329,962485.9919130796,967657.0742218789,1060175.860254961,1019377.464924277,998101.9872675121
Nayagarh,64778.348599312056,84207.14707555683,91372.68775484338,158142.77977658552,158142.77977658552,145906.93815578273,166178.91669325964,105783.49409003084,158142.77977658552,84207.14707555683,131261.79494679812,131261.79494679812,439986.4724469204,219108.66102344904,145906.93815578273,219108.66102344904,219108.66102344904,439986.4724469204,219108.66102344904,213401.86512803702,241654.61288758856,241654.61288758856,453917.34768034617,453917.34768034617,403463.41739346687,557032.2955830402,572596.051406564,453917.34768034617,403463.41739346687,572596.051406564,557032.2955830402
Dindori,52236.60043527672,52236.60043527672,64778.348599312056,68821.03195806642,64778.348599312056,64778.348599312056,71523.38804808594,64778.348599312056,68821.03195806642,64778.348599312056,71523.38804808594,64778.348599312056,68821.03195806642,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,84207.14707555683,131261.79494679812,452428.54598634,557032.2955830402,427036.1972800199,802806.9279257131,802806.9279257131,624388.2158370167,595188.5401727818,641508.2045567842,840873.155357215
Jalgaon,641508.2045567842,802806.9279257131,641508.2045567842,1038023.6686553545,926095.2569868355,805726.7962868309,937917.038050064,1008720.4888534133,935569.0059286448,935569.0059286448,973445.6824819329,1019223.4754075856,973445.6824819329,885721.8435315539,882798.850977985,959090.0326358714,921153.6636725385,936918.286899739,910492.7646623688,983753.654628519,1008720.4888534133,840873.155357215,1019377.464924277,1076723.1145272707,1076723.1145272707,1148924.3753200665,1265920.8546345101,1217445.4455528853,1217445.4455528853,1362283.8434763127,1586075.6194468746
Tehri Garhwal,91372.68775484338,91372.68775484338,91372.68775484338,131261.79494679812,145906.93815578273,131261.79494679812,166178.91669325964,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,241654.61288758856,403741.98297757463,323933.4020422347,339492.6966680354,323933.4020422347,349081.87015022634,367193.56684797263,368006.2478726287,368006.2478726287,560028.3941262603,567609.2008423703,539084.2905274781,623394.1083949166,595188.5401727818,595188.5401727818,567609.2008423703,565378.0035950973,623394.1083949166
Sagar,376760.9866539024,368006.2478726287,405773.7453101894,539084.2905274781,570453.6510764295,368006.2478726287,572596.051406564,427036.1972800199,427036.1972800199,368006.2478726287,405773.7453101894,349081.87015022634,453917.34768034617,403463.41739346687,368006.2478726287,539084.2905274781,557032.2955830402,403463.41739346687,453917.34768034617,570453.6510764295,567609.2008423703,576834.9285680654,1019377.464924277,1019377.464924277,1019377.464924277,1148924.3753200665,1265920.8546345101,1217445.4455528853,1265920.8546345101,1217445.4455528853,1784344.8689530324
Gurgaon,368006.2478726287,368006.2478726287,394905.39061809675,403463.41739346687,453917.34768034617,493444.78031018935,421562.01788161794,453917.34768034617,557032.2955830402,539084.2905274781,539084.2905274781,572596.051406564,567609.2008423703,567609.2008423703,567609.2008423703,565378.0035950973,565378.0035950973,623394.1083949166,623394.1083949166,644633.8016807225,793041.2326031245,802806.9279257131,802806.9279257131,637020.4449788313,641508.2045567842,646909.3118045429,802806.9279257131,938583.3652837642,910492.7646623688,906813.949993926,1171327.9167044114
